,Date,Time,Vis,VisScore,Home,Home_Score,Box Score,OT,Attendence,Venue,Notes
53,"Tue, Dec 29, 2020",10:00p,Minnesota Timberwolves,101,Los Angeles Clippers,124,Box Score,,0,STAPLES Center,
54,"Wed, Dec 30, 2020",7:30p,Milwaukee Bucks,108,Miami Heat,119,Box Score,,0,AmericanAirlines Arena,
55,"Wed, Dec 30, 2020",7:30p,Atlanta Hawks,141,Brooklyn Nets,145,Box Score,,0,Barclays Center,
56,"Wed, Dec 30, 2020",7:30p,Memphis Grizzlies,107,Boston Celtics,126,Box Score,,0,TD Garden,
57,"Wed, Dec 30, 2020",8:30p,Charlotte Hornets,118,Dallas Mavericks,99,Box Score,,0,American Airlines Center,
58,"Wed, Dec 30, 2020",8:30p,Los Angeles Lakers,121,San Antonio Spurs,107,Box Score,,0,AT&T Center,
59,"Wed, Dec 30, 2020",10:00p,Portland Trail Blazers,105,Los Angeles Clippers,128,Box Score,,0,STAPLES Center,
60,"Thu, Dec 31, 2020",3:00p,Cleveland Cavaliers,99,Indiana Pacers,119,Box Score,,0,Bankers Life Fieldhouse,
61,"Thu, Dec 31, 2020",5:00p,Chicago Bulls,133,Washington Wizards,130,Box Score,,0,Capital One Arena,
62,"Thu, Dec 31, 2020",6:30p,Philadelphia 76ers,116,Orlando Magic,92,Box Score,,"3,247",Amway Center,
63,"Thu, Dec 31, 2020",7:00p,Sacramento Kings,119,Houston Rockets,122,Box Score,,"3,247",Toyota Center,
64,"Thu, Dec 31, 2020",7:30p,New York Knicks,83,Toronto Raptors,100,Box Score,,"3,449",Amalie Arena,
65,"Thu, Dec 31, 2020",8:00p,New Orleans Pelicans,113,Oklahoma City Thunder,80,Box Score,,0,Chesapeake Energy Arena,
66,"Thu, Dec 31, 2020",9:00p,Phoenix Suns,106,Utah Jazz,95,Box Score,,"1,932",Vivint Smart Home Arena,
67,"Fri, Jan 1, 2021",7:00p,Memphis Grizzlies,108,Charlotte Hornets,93,Box Score,,0,Spectrum Center,
68,"Fri, Jan 1, 2021",7:00p,Miami Heat,83,Dallas Mavericks,93,Box Score,,0,American Airlines Center,
69,"Fri, Jan 1, 2021",7:00p,Boston Celtics,93,Detroit Pistons,96,Box Score,,0,Little Caesars Arena,
70,"Fri, Jan 1, 2021",7:30p,Atlanta Hawks,114,Brooklyn Nets,96,Box Score,,0,Barclays Center,
71,"Fri, Jan 1, 2021",8:00p,Chicago Bulls,96,Milwaukee Bucks,126,Box Score,,0,Fiserv Forum,
72,"Fri, Jan 1, 2021",8:00p,Washington Wizards,130,Minnesota Timberwolves,109,Box Score,,0,Target Center,
73,"Fri, Jan 1, 2021",8:00p,Los Angeles Lakers,109,San Antonio Spurs,103,Box Score,,0,AT&T Center,
74,"Fri, Jan 1, 2021",9:00p,Phoenix Suns,106,Denver Nuggets,103,Box Score,,0,Ball Arena,
75,"Fri, Jan 1, 2021",9:00p,Los Angeles Clippers,100,Utah Jazz,106,Box Score,,"1,932",Vivint Smart Home Arena,
76,"Fri, Jan 1, 2021",10:30p,Portland Trail Blazers,123,Golden State Warriors,98,Box Score,,0,Chase Center,
77,"Sat, Jan 2, 2021",5:00p,Sacramento Kings,94,Houston Rockets,102,Box Score,,"3,065",Toyota Center,
78,"Sat, Jan 2, 2021",7:00p,New York Knicks,106,Indiana Pacers,102,Box Score,,0,Bankers Life Fieldhouse,
79,"Sat, Jan 2, 2021",7:00p,Oklahoma City Thunder,108,Orlando Magic,99,Box Score,,"3,339",Amway Center,
80,"Sat, Jan 2, 2021",7:00p,Charlotte Hornets,112,Philadelphia 76ers,127,Box Score,,0,Wells Fargo Center,
81,"Sat, Jan 2, 2021",7:30p,Cleveland Cavaliers,96,Atlanta Hawks,91,Box Score,,0,State Farm Arena,
82,"Sat, Jan 2, 2021",7:30p,Toronto Raptors,116,New Orleans Pelicans,120,Box Score,,750,Smoothie King Center,
83,"Sun, Jan 3, 2021",3:00p,Boston Celtics,122,Detroit Pistons,120,Box Score,,0,Little Caesars Arena,
84,"Sun, Jan 3, 2021",6:00p,Washington Wizards,123,Brooklyn Nets,122,Box Score,,0,Barclays Center,
85,"Sun, Jan 3, 2021",6:00p,Los Angeles Lakers,108,Memphis Grizzlies,94,Box Score,,0,FedEx Forum,
86,"Sun, Jan 3, 2021",7:00p,Denver Nuggets,124,Minnesota Timberwolves,109,Box Score,,0,Target Center,
87,"Sun, Jan 3, 2021",7:00p,Utah Jazz,130,San Antonio Spurs,109,Box Score,,0,AT&T Center,
88,"Sun, Jan 3, 2021",8:00p,Dallas Mavericks,108,Chicago Bulls,118,Box Score,,0,United Center,
89,"Sun, Jan 3, 2021",8:00p,Los Angeles Clippers,112,Phoenix Suns,107,Box Score,,0,Phoenix Suns Arena,
90,"Sun, Jan 3, 2021",8:30p,Portland Trail Blazers,122,Golden State Warriors,137,Box Score,,0,Chase Center,
91,"Mon, Jan 4, 2021",7:00p,Cleveland Cavaliers,83,Orlando Magic,103,Box Score,,"2,726",Amway Center,
92,"Mon, Jan 4, 2021",7:00p,Charlotte Hornets,101,Philadelphia 76ers,118,Box Score,,0,Wells Fargo Center,
93,"Mon, Jan 4, 2021",7:30p,New York Knicks,113,Atlanta Hawks,108,Box Score,,0,State Farm Arena,
94,"Mon, Jan 4, 2021",7:30p,Oklahoma City Thunder,90,Miami Heat,118,Box Score,,0,AmericanAirlines Arena,
95,"Mon, Jan 4, 2021",7:30p,Boston Celtics,126,Toronto Raptors,114,Box Score,,"3,740",Amalie Arena,
96,"Mon, Jan 4, 2021",8:00p,Dallas Mavericks,113,Houston Rockets,100,Box Score,,"3,070",Toyota Center,
97,"Mon, Jan 4, 2021",8:00p,Detroit Pistons,115,Milwaukee Bucks,125,Box Score,,0,Fiserv Forum,
98,"Mon, Jan 4, 2021",8:00p,Indiana Pacers,118,New Orleans Pelicans,116,Box Score,OT,750,Smoothie King Center,
99,"Mon, Jan 4, 2021",10:00p,Sacramento Kings,106,Golden State Warriors,137,Box Score,,0,Chase Center,
100,"Tue, Jan 5, 2021",7:30p,Utah Jazz,96,Brooklyn Nets,130,Box Score,,0,Barclays Center,
101,"Tue, Jan 5, 2021",8:00p,Los Angeles Lakers,94,Memphis Grizzlies,92,Box Score,,0,FedEx Forum,
102,"Tue, Jan 5, 2021",9:00p,Minnesota Timberwolves,116,Denver Nuggets,123,Box Score,,0,Ball Arena,
103,"Tue, Jan 5, 2021",10:00p,San Antonio Spurs,116,Los Angeles Clippers,113,Box Score,,0,STAPLES Center,
104,"Tue, Jan 5, 2021",10:30p,Chicago Bulls,111,Portland Trail Blazers,108,Box Score,,0,Moda Center,
105,"Wed, Jan 6, 2021",7:00p,Houston Rockets,107,Indiana Pacers,114,Box Score,,0,Bankers Life Fieldhouse,
106,"Wed, Jan 6, 2021",7:00p,Cleveland Cavaliers,94,Orlando Magic,105,Box Score,,"2,948",Amway Center,
107,"Wed, Jan 6, 2021",7:00p,Washington Wizards,136,Philadelphia 76ers,141,Box Score,,0,Wells Fargo Center,
108,"Wed, Jan 6, 2021",7:30p,Charlotte Hornets,102,Atlanta Hawks,94,Box Score,,0,State Farm Arena,
109,"Wed, Jan 6, 2021",7:30p,Boston Celtics,107,Miami Heat,105,Box Score,,0,AmericanAirlines Arena,
110,"Wed, Jan 6, 2021",7:30p,Utah Jazz,100,New York Knicks,112,Box Score,,0,Madison Square Garden (IV),
111,"Wed, Jan 6, 2021",8:00p,Detroit Pistons,115,Milwaukee Bucks,130,Box Score,,0,Fiserv Forum,
112,"Wed, Jan 6, 2021",8:00p,Oklahoma City Thunder,111,New Orleans Pelicans,110,Box Score,,750,Smoothie King Center,
113,"Wed, Jan 6, 2021",9:00p,Toronto Raptors,115,Phoenix Suns,123,Box Score,,0,Phoenix Suns Arena,
114,"Wed, Jan 6, 2021",10:00p,Los Angeles Clippers,108,Golden State Warriors,101,Box Score,,0,Chase Center,
115,"Wed, Jan 6, 2021",10:00p,Chicago Bulls,124,Sacramento Kings,128,Box Score,,0,Golden 1 Center,
116,"Thu, Jan 7, 2021",7:30p,Philadelphia 76ers,109,Brooklyn Nets,122,Box Score,,0,Barclays Center,
117,"Thu, Jan 7, 2021",8:00p,Cleveland Cavaliers,94,Memphis Grizzlies,90,Box Score,,0,FedEx Forum,
118,"Thu, Jan 7, 2021",10:00p,Dallas Mavericks,124,Denver Nuggets,117,Box Score,OT,0,Ball Arena,
119,"Thu, Jan 7, 2021",10:00p,San Antonio Spurs,118,Los Angeles Lakers,109,Box Score,,0,STAPLES Center,
120,"Thu, Jan 7, 2021",10:00p,Minnesota Timberwolves,117,Portland Trail Blazers,135,Box Score,,0,Moda Center,
121,"Fri, Jan 8, 2021",7:00p,Phoenix Suns,105,Detroit Pistons,110,Box Score,OT,0,Little Caesars Arena,
122,"Fri, Jan 8, 2021",7:30p,Washington Wizards,107,Boston Celtics,116,Box Score,,0,TD Garden,
123,"Fri, Jan 8, 2021",7:30p,Charlotte Hornets,118,New Orleans Pelicans,110,Box Score,,750,Smoothie King Center,
124,"Fri, Jan 8, 2021",7:30p,Oklahoma City Thunder,101,New York Knicks,89,Box Score,,0,Madison Square Garden (IV),
125,"Fri, Jan 8, 2021",8:00p,Orlando Magic,90,Houston Rockets,132,Box Score,,"3,039",Toyota Center,
126,"Fri, Jan 8, 2021",8:00p,Brooklyn Nets,110,Memphis Grizzlies,115,Box Score,,0,FedEx Forum,
127,"Fri, Jan 8, 2021",8:00p,Utah Jazz,131,Milwaukee Bucks,118,Box Score,,0,Fiserv Forum,
128,"Fri, Jan 8, 2021",10:00p,Los Angeles Clippers,105,Golden State Warriors,115,Box Score,,0,Chase Center,
129,"Fri, Jan 8, 2021",10:00p,Chicago Bulls,115,Los Angeles Lakers,117,Box Score,,0,STAPLES Center,
130,"Fri, Jan 8, 2021",10:00p,Toronto Raptors,144,Sacramento Kings,123,Box Score,,0,Golden 1 Center,
131,"Sat, Jan 9, 2021",3:00p,Denver Nuggets,115,Philadelphia 76ers,103,Box Score,,0,Wells Fargo Center,
132,"Sat, Jan 9, 2021",7:00p,Atlanta Hawks,105,Charlotte Hornets,113,Box Score,,0,Spectrum Center,
133,"Sat, Jan 9, 2021",7:00p,Phoenix Suns,125,Indiana Pacers,117,Box Score,,0,Bankers Life Fieldhouse,
134,"Sat, Jan 9, 2021",7:00p,Miami Heat,128,Washington Wizards,124,Box Score,,0,Capital One Arena,
135,"Sat, Jan 9, 2021",8:00p,Cleveland Cavaliers,90,Milwaukee Bucks,100,Box Score,,0,Fiserv Forum,
136,"Sat, Jan 9, 2021",8:00p,San Antonio Spurs,125,Minnesota Timberwolves,122,Box Score,OT,0,Target Center,
137,"Sat, Jan 9, 2021",8:30p,Orlando Magic,98,Dallas Mavericks,112,Box Score,,0,American Airlines Center,
138,"Sat, Jan 9, 2021",10:00p,Portland Trail Blazers,125,Sacramento Kings,99,Box Score,,0,Golden 1 Center,
139,"Sun, Jan 10, 2021",3:00p,Utah Jazz,96,Detroit Pistons,86,Box Score,,0,Little Caesars Arena,
140,"Sun, Jan 10, 2021",4:00p,Chicago Bulls,127,Los Angeles Clippers,130,Box Score,,0,STAPLES Center,
141,"Sun, Jan 10, 2021",6:00p,Oklahoma City Thunder,129,Brooklyn Nets,116,Box Score,,0,Barclays Center,
142,"Sun, Jan 10, 2021",6:00p,Denver Nuggets,114,New York Knicks,89,Box Score,,0,Madison Square Garden (IV),
143,"Sun, Jan 10, 2021",7:00p,Los Angeles Lakers,120,Houston Rockets,102,Box Score,,"3,327",Toyota Center,
144,"Sun, Jan 10, 2021",8:00p,San Antonio Spurs,88,Minnesota Timberwolves,96,Box Score,,0,Target Center,
145,"Sun, Jan 10, 2021",8:30p,Toronto Raptors,105,Golden State Warriors,106,Box Score,,0,Chase Center,
146,"Mon, Jan 11, 2021",7:00p,New York Knicks,88,Charlotte Hornets,109,Box Score,,0,Spectrum Center,
147,"Mon, Jan 11, 2021",7:00p,Memphis Grizzlies,101,Cleveland Cavaliers,91,Box Score,,"1,944",Rocket Mortgage Fieldhouse,
148,"Mon, Jan 11, 2021",7:00p,Milwaukee Bucks,121,Orlando Magic,99,Box Score,,"3,248",Amway Center,
149,"Mon, Jan 11, 2021",7:00p,Phoenix Suns,107,Washington Wizards,128,Box Score,,0,Capital One Arena,
150,"Mon, Jan 11, 2021",7:30p,Philadelphia 76ers,94,Atlanta Hawks,112,Box Score,,0,State Farm Arena,
151,"Mon, Jan 11, 2021",10:00p,Toronto Raptors,111,Portland Trail Blazers,112,Box Score,,0,Moda Center,
152,"Mon, Jan 11, 2021",10:00p,Indiana Pacers,122,Sacramento Kings,127,Box Score,,0,Golden 1 Center,
153,"Tue, Jan 12, 2021",7:00p,Miami Heat,134,Philadelphia 76ers,137,Box Score,OT,0,Wells Fargo Center,
154,"Tue, Jan 12, 2021",7:30p,Denver Nuggets,116,Brooklyn Nets,122,Box Score,,0,Barclays Center,
155,"Tue, Jan 12, 2021",7:30p,Utah Jazz,117,Cleveland Cavaliers,87,Box Score,,"1,944",Rocket Mortgage Fieldhouse,
156,"Tue, Jan 12, 2021",8:00p,Los Angeles Lakers,117,Houston Rockets,100,Box Score,,"3,221",Toyota Center,
157,"Tue, Jan 12, 2021",8:00p,San Antonio Spurs,112,Oklahoma City Thunder,102,Box Score,,0,Chesapeake Energy Arena,
158,"Tue, Jan 12, 2021",10:30p,Indiana Pacers,104,Golden State Warriors,95,Box Score,,0,Chase Center,
159,"Wed, Jan 13, 2021",7:00p,Dallas Mavericks,104,Charlotte Hornets,93,Box Score,,0,Spectrum Center,
160,"Wed, Jan 13, 2021",7:00p,Milwaukee Bucks,110,Detroit Pistons,101,Box Score,,0,Little Caesars Arena,
161,"Wed, Jan 13, 2021",7:30p,Brooklyn Nets,116,New York Knicks,109,Box Score,,0,Madison Square Garden (IV),
162,"Wed, Jan 13, 2021",8:00p,Memphis Grizzlies,118,Minnesota Timberwolves,107,Box Score,,0,Target Center,
163,"Wed, Jan 13, 2021",8:00p,Los Angeles Lakers,128,Oklahoma City Thunder,99,Box Score,,0,Chesapeake Energy Arena,
164,"Wed, Jan 13, 2021",10:00p,New Orleans Pelicans,106,Los Angeles Clippers,111,Box Score,,0,STAPLES Center,
165,"Wed, Jan 13, 2021",10:00p,Portland Trail Blazers,132,Sacramento Kings,126,Box Score,,0,Golden 1 Center,
166,"Thu, Jan 14, 2021",7:00p,Miami Heat,108,Philadelphia 76ers,125,Box Score,,0,Wells Fargo Center,
167,"Thu, Jan 14, 2021",7:30p,Houston Rockets,109,San Antonio Spurs,105,Box Score,,0,AT&T Center,
168,"Thu, Jan 14, 2021",7:30p,Charlotte Hornets,108,Toronto Raptors,111,Box Score,,0,Amalie Arena,
169,"Thu, Jan 14, 2021",10:00p,Golden State Warriors,104,Denver Nuggets,114,Box Score,,0,Ball Arena,
170,"Thu, Jan 14, 2021",10:00p,Indiana Pacers,111,Portland Trail Blazers,87,Box Score,,0,Moda Center,
171,"Fri, Jan 15, 2021",7:30p,Orlando Magic,97,Boston Celtics,124,Box Score,,0,TD Garden,
172,"Fri, Jan 15, 2021",7:30p,New York Knicks,103,Cleveland Cavaliers,106,Box Score,,"1,944",Rocket Mortgage Fieldhouse,
173,"Fri, Jan 15, 2021",7:30p,Dallas Mavericks,109,Milwaukee Bucks,112,Box Score,,0,Fiserv Forum,
174,"Fri, Jan 15, 2021",8:00p,Chicago Bulls,125,Oklahoma City Thunder,127,Box Score,OT,0,Chesapeake Energy Arena,
175,"Fri, Jan 15, 2021",9:00p,Atlanta Hawks,92,Utah Jazz,116,Box Score,,"1,932",Vivint Smart Home Arena,
176,"Fri, Jan 15, 2021",10:00p,New Orleans Pelicans,95,Los Angeles Lakers,112,Box Score,,0,STAPLES Center,
177,"Fri, Jan 15, 2021",10:00p,Los Angeles Clippers,138,Sacramento Kings,100,Box Score,,0,Golden 1 Center,
178,"Sat, Jan 16, 2021",5:00p,Houston Rockets,91,San Antonio Spurs,103,Box Score,,0,AT&T Center,
179,"Sat, Jan 16, 2021",6:00p,Orlando Magic,115,Brooklyn Nets,122,Box Score,,0,Barclays Center,
180,"Sat, Jan 16, 2021",7:30p,Charlotte Hornets,113,Toronto Raptors,116,Box Score,,0,Amalie Arena,
181,"Sat, Jan 16, 2021",8:00p,Philadelphia 76ers,104,Memphis Grizzlies,106,Box Score,,206,FedEx Forum,
182,"Sat, Jan 16, 2021",8:00p,Detroit Pistons,120,Miami Heat,100,Box Score,,0,AmericanAirlines Arena,
183,"Sat, Jan 16, 2021",10:00p,Atlanta Hawks,106,Portland Trail Blazers,112,Box Score,,0,Moda Center,
184,"Sun, Jan 17, 2021",1:00p,New York Knicks,105,Boston Celtics,75,Box Score,,0,TD Garden,
185,"Sun, Jan 17, 2021",3:00p,Chicago Bulls,117,Dallas Mavericks,101,Box Score,,0,American Airlines Center,
186,"Sun, Jan 17, 2021",8:00p,Utah Jazz,109,Denver Nuggets,105,Box Score,,0,Ball Arena,
187,"Sun, Jan 17, 2021",9:00p,New Orleans Pelicans,128,Sacramento Kings,123,Box Score,,0,Golden 1 Center,
188,"Sun, Jan 17, 2021",10:00p,Indiana Pacers,96,Los Angeles Clippers,129,Box Score,,0,STAPLES Center,
189,"Mon, Jan 18, 2021",12:00p,Orlando Magic,84,New York Knicks,91,Box Score,,0,Madison Square Garden (IV),
190,"Mon, Jan 18, 2021",2:30p,Minnesota Timberwolves,97,Atlanta Hawks,108,Box Score,,0,State Farm Arena,
191,"Mon, Jan 18, 2021",3:00p,San Antonio Spurs,125,Portland Trail Blazers,104,Box Score,,0,Moda Center,
192,"Mon, Jan 18, 2021",5:00p,Phoenix Suns,104,Memphis Grizzlies,108,Box Score,,204,FedEx Forum,
193,"Mon, Jan 18, 2021",7:30p,Milwaukee Bucks,123,Brooklyn Nets,125,Box Score,,0,Barclays Center,
194,"Mon, Jan 18, 2021",7:30p,Dallas Mavericks,93,Toronto Raptors,116,Box Score,,0,Amalie Arena,
195,"Mon, Jan 18, 2021",8:00p,Houston Rockets,120,Chicago Bulls,125,Box Score,,0,United Center,
196,"Mon, Jan 18, 2021",8:00p,Detroit Pistons,107,Miami Heat,113,Box Score,,0,AmericanAirlines Arena,
197,"Mon, Jan 18, 2021",10:00p,Golden State Warriors,115,Los Angeles Lakers,113,Box Score,,0,STAPLES Center,
198,"Tue, Jan 19, 2021",9:00p,Oklahoma City Thunder,101,Denver Nuggets,119,Box Score,,0,Ball Arena,
199,"Tue, Jan 19, 2021",9:00p,New Orleans Pelicans,102,Utah Jazz,118,Box Score,,"1,932",Vivint Smart Home Arena,
200,"Wed, Jan 20, 2021",7:00p,Brooklyn Nets,135,Cleveland Cavaliers,147,Box Score,2OT,"1,944",Rocket Mortgage Fieldhouse,
201,"Wed, Jan 20, 2021",7:00p,Dallas Mavericks,124,Indiana Pacers,112,Box Score,,0,Bankers Life Fieldhouse,
202,"Wed, Jan 20, 2021",7:00p,Boston Celtics,109,Philadelphia 76ers,117,Box Score,,0,Wells Fargo Center,
203,"Wed, Jan 20, 2021",7:30p,Detroit Pistons,115,Atlanta Hawks,123,Box Score,OT,0,State Farm Arena,
204,"Wed, Jan 20, 2021",7:30p,Miami Heat,111,Toronto Raptors,102,Box Score,,0,Amalie Arena,
205,"Wed, Jan 20, 2021",8:00p,Orlando Magic,97,Minnesota Timberwolves,96,Box Score,,0,Target Center,
206,"Wed, Jan 20, 2021",9:30p,Phoenix Suns,109,Houston Rockets,103,Box Score,,"3,022",Toyota Center,
207,"Wed, Jan 20, 2021",10:00p,San Antonio Spurs,99,Golden State Warriors,121,Box Score,,0,Chase Center,
208,"Wed, Jan 20, 2021",10:00p,Sacramento Kings,96,Los Angeles Clippers,115,Box Score,,0,STAPLES Center,
209,"Thu, Jan 21, 2021",7:30p,Los Angeles Lakers,113,Milwaukee Bucks,106,Box Score,,0,Fiserv Forum,
210,"Thu, Jan 21, 2021",10:00p,New York Knicks,119,Golden State Warriors,104,Box Score,,0,Chase Center,
211,"Thu, Jan 21, 2021",10:00p,New Orleans Pelicans,118,Utah Jazz,129,Box Score,,"1,932",Vivint Smart Home Arena,
212,"Fri, Jan 22, 2021",7:00p,Chicago Bulls,123,Charlotte Hornets,110,Box Score,,0,Spectrum Center,
213,"Fri, Jan 22, 2021",7:00p,Houston Rockets,103,Detroit Pistons,102,Box Score,,0,Little Caesars Arena,
214,"Fri, Jan 22, 2021",7:00p,Orlando Magic,118,Indiana Pacers,120,Box Score,OT,0,Bankers Life Fieldhouse,
215,"Fri, Jan 22, 2021",7:30p,Brooklyn Nets,113,Cleveland Cavaliers,125,Box Score,,"1,944",Rocket Mortgage Fieldhouse,
216,"Fri, Jan 22, 2021",7:30p,Boston Celtics,110,Philadelphia 76ers,122,Box Score,,0,Wells Fargo Center,
217,"Fri, Jan 22, 2021",7:30p,Miami Heat,81,Toronto Raptors,101,Box Score,,0,Amalie Arena,
